0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Emotions
-697.9841918945312,55.22848892211914,0.32386308908462524,12.77537727355957,7.396148204803467,0.8662238121032715,-3.5502758026123047,-2.828331470489502,-11.305533409118652,-2.5249266624450684,0.4961044192314148,-2.722926616668701,1.645800232887268,-3.4319636821746826,0.14035651087760925,1.0731594562530518,-4.3556718826293945,-1.5837712287902832,-1.5930085182189941,-0.6593612432479858,-6.200733184814453,-0.2603312134742737,-2.5739808082580566,-4.295347690582275,-1.8979308605194092,-0.6098551154136658,-5.058814525604248,0.44614437222480774,-2.3297388553619385,0.31653252243995667,-2.1978137493133545,-1.9670636653900146,-2.8553900718688965,-1.7034269571304321,-3.328373908996582,-1.4314876794815063,-1.195483684539795,-1.674806833267212,-3.587146759033203,-1.4610064029693604,neutral
-693.0697021484375,55.73456954956055,-1.9197392463684082,16.40899658203125,8.449355125427246,0.22073596715927124,-1.7383421659469604,-4.931290626525879,-11.981820106506348,-0.9937801361083984,0.49410682916641235,-2.2968974113464355,0.6786999106407166,-2.939321279525757,-0.45076820254325867,0.7342286705970764,-4.824005126953125,-0.6773812770843506,-2.23305606842041,0.8270092606544495,-5.739731788635254,-0.6041797995567322,-2.260016918182373,-4.466306686401367,-0.877785861492157,-1.4184064865112305,-5.02546501159668,1.5032644271850586,-2.5076773166656494,0.3552302122116089,-1.6361180543899536,-2.508107900619507,-2.30196213722229,-2.3126771450042725,-3.1572048664093018,-0.6769716739654541,-1.4080758094787598,-2.9793293476104736,-3.3073654174804688,-2.219295024871826,neutral
-691.7701416015625,58.35064697265625,-0.16516010463237762,13.952125549316406,5.053323268890381,1.4893262386322021,-2.3974292278289795,-5.059064865112305,-10.6380033493042,-3.3441967964172363,0.26454970240592957,-2.529107093811035,1.548612117767334,-3.132302761077881,-2.2850496768951416,1.1795368194580078,-5.222143650054932,-2.828035354614258,-0.16957493126392365,0.32894349098205566,-5.583778381347656,-0.802507758140564,-2.178189754486084,-3.1435887813568115,-1.5188616514205933,-0.1353035271167755,-4.368420124053955,-0.1392296552658081,-2.353710174560547,-0.14166469871997833,-1.9599627256393433,-2.001603364944458,-2.526742935180664,-1.787501335144043,-2.874713897705078,-1.8803458213806152,-1.1936755180358887,-2.6469030380249023,-3.576789617538452,-2.178030014038086,neutral
-685.2379150390625,56.236690521240234,2.4531118869781494,13.566656112670898,6.701949119567871,3.3414933681488037,-1.8950523138046265,-6.673816680908203,-10.671632766723633,-2.946319818496704,0.8956436514854431,-1.2036000490188599,0.24656942486763,-2.463890790939331,-1.4349358081817627,2.133514642715454,-4.647728443145752,-1.7609535455703735,-0.3569965362548828,-0.36547401547431946,-5.056115627288818,-1.6381641626358032,-1.5605123043060303,-2.4521663188934326,-2.2845420837402344,-0.7817341685295105,-4.355915069580078,0.17442429065704346,-2.34110689163208,0.6481186151504517,-2.5844478607177734,-2.010906934738159,-3.0067038536071777,-2.649249792098999,-3.3616323471069336,-1.3579649925231934,-1.0570943355560303,-2.373856782913208,-3.516002893447876,-3.3112547397613525,neutral
-727.3179321289062,62.764400482177734,2.751274824142456,15.47325611114502,7.763114929199219,2.330714225769043,-3.6416821479797363,-3.367344379425049,-10.113078117370605,-4.4700846672058105,0.6398943662643433,-2.7456564903259277,0.19821955263614655,-2.9337635040283203,-0.7506074905395508,1.9241780042648315,-5.790614128112793,-0.39663612842559814,-1.509363055229187,-1.2271511554718018,-4.952541828155518,-1.0200221538543701,-3.014451265335083,-4.026153087615967,-1.9851794242858887,-0.9353644847869873,-5.059108257293701,1.5879374742507935,-3.2787821292877197,0.7510271072387695,-2.2820215225219727,-1.0224485397338867,-2.078944444656372,-2.2667369842529297,-1.9159797430038452,-0.2825716435909271,-1.9160511493682861,-1.606608510017395,-3.9609737396240234,-2.6183624267578125,calm
-707.553466796875,67.09773254394531,1.909365177154541,11.530988693237305,9.39966106414795,1.4150267839431763,-4.764855861663818,-4.333333492279053,-8.645217895507812,-4.472897052764893,1.429520845413208,-2.0484025478363037,-0.5185604691505432,-3.1548304557800293,-1.8742188215255737,1.4090911149978638,-5.194605827331543,-1.8799141645431519,-1.0601617097854614,-1.1548044681549072,-4.855591773986816,-1.5210236310958862,-2.7991974353790283,-4.042379379272461,-2.3352558612823486,-1.1631900072097778,-4.612094879150391,0.47706323862075806,-3.0318825244903564,0.37176957726478577,-3.520399808883667,-2.190322160720825,-3.513352155685425,-3.311692476272583,-3.862281560897827,-1.153298258781433,-2.193063974380493,-2.9918577671051025,-4.341942310333252,-4.024739742279053,calm
-697.4038696289062,65.5137939453125,0.5253570675849915,14.038121223449707,5.554948806762695,3.295452117919922,-1.7407444715499878,-4.3807549476623535,-9.062699317932129,-4.166158676147461,1.5895823240280151,-1.2514737844467163,1.0580021142959595,-4.150174140930176,1.1301672458648682,0.46685099601745605,-6.6261725425720215,-2.313127040863037,-0.3950028717517853,-1.4120906591415405,-6.190831184387207,-1.2006193399429321,-2.5770416259765625,-2.979065418243408,-2.592515468597412,-0.7988957166671753,-5.660617828369141,1.1277117729187012,-4.05068826675415,0.09549172222614288,-3.336076259613037,-1.569387674331665,-2.722660541534424,-2.9544260501861572,-4.3675384521484375,-1.892306923866272,-2.294710159301758,-2.196728229522705,-4.863293170928955,-2.7784650325775146,calm
-698.8539428710938,69.10643005371094,0.7254111170768738,14.090734481811523,7.961054801940918,2.4637749195098877,-0.994342029094696,-5.3458380699157715,-8.234460830688477,-4.035144805908203,0.6476500630378723,-1.339194893836975,1.2414206266403198,-3.2436017990112305,0.268661767244339,1.5214200019836426,-5.777013301849365,-1.5375415086746216,-0.7579793930053711,-0.7291117310523987,-6.6240973472595215,-1.2253899574279785,-2.627657175064087,-1.791927456855774,-2.8197250366210938,-0.38757675886154175,-4.5803117752075195,0.3928676247596741,-4.043074607849121,0.26261651515960693,-3.661614179611206,-1.5644402503967285,-2.403895854949951,-2.460322618484497,-3.6465868949890137,-1.6611297130584717,-1.3360294103622437,-2.255606174468994,-3.5915567874908447,-3.2589118480682373,calm
-734.3849487304688,70.98158264160156,3.7895309925079346,14.324813842773438,8.85969352722168,2.308804750442505,-4.110329627990723,-2.4095542430877686,-6.710662841796875,-4.0116472244262695,1.6443523168563843,0.43918856978416443,-0.5245065689086914,-3.327777862548828,-0.18846194446086884,0.8644886016845703,-2.2109904289245605,-2.1920180320739746,-0.7179277539253235,1.4063842296600342,-7.339341640472412,0.3326939642429352,-2.985642194747925,-3.636981248855591,-2.213963270187378,-0.5192681550979614,-3.5379719734191895,1.236170768737793,-3.4988365173339844,0.389694482088089,-3.747239351272583,-2.6849610805511475,-4.009983539581299,-1.9204334020614624,-5.48020076751709,0.6373329162597656,-3.0290639400482178,-2.306710720062256,-4.954854488372803,-3.101470708847046,calm
-698.0933227539062,67.79179382324219,-0.9008568525314331,12.336589813232422,6.449859619140625,1.0203946828842163,-4.993831157684326,-5.584002494812012,-8.369481086730957,-4.441402435302734,2.250739097595215,-1.0461273193359375,-1.5184063911437988,-4.2768402099609375,-0.5004024505615234,-0.48773470520973206,-4.399425506591797,-1.8563625812530518,-1.1129155158996582,0.09536672383546829,-6.736347675323486,0.4384666085243225,-2.5002827644348145,-3.36418080329895,-2.6868784427642822,-1.2608904838562012,-4.85330867767334,0.3714485764503479,-2.97151780128479,-0.43009325861930847,-4.196713924407959,-2.244032144546509,-4.44857120513916,-2.7061879634857178,-5.435177803039551,-0.9890865087509155,-2.2614848613739014,-2.1328322887420654,-4.564297676086426,-3.320899486541748,calm
